Property Name,Property Number,Site Name,Site ID,Borough,Community Board,Drinking Fountains
MIDLAND PLGD,R038,Midland Playground,R038,R,502,2
MIDLAND FIELD,R038A,Midland Field,R038A,R,502,5
KALTENMEIER PLGD,R042,Kaltenmeier Playground,R042,R,501,1
SCHMUL PARK,R045,Schmul Park,R045-01,R,502,4
FDR BOARDWALK & BEACH,R046,Playland,R046-05,R,502,2
FDR BOARDWALK & BEACH,R046,Midland Playground,R046-06,R,502,1
FDR BOARDWALK & BEACH,R046,Midland Beach Playground,R046-07,R,502,1
FDR BOARDWALK & BEACH,R046,South Beach Zone 1,R046-ZN01,R,502,5
FDR BOARDWALK & BEACH,R046,South Beach Zone 2,R046-ZN02,R,502,2
FDR BOARDWALK & BEACH,R046,South Beach Zone 3,R046-ZN03,R,502,4
FDR BOARDWALK & BEACH,R046,Midland Beach Zone 4,R046-ZN04,R,502,8
FDR BOARDWALK & BEACH,R046,Midland Beach Zone 5,R046-ZN05,R,502,15
ARTHUR VON BRIESEN PARK,R059,Von Briesen Park,R059,R,501,1
STAPLETON PLGD,R061,Stapleton Playground,R061,R,501,3
ARROCHAR PLGD,R062,Arrochar Playground,R062,R,502,1
OLD TOWN PLGD,R063,Old Town Playground,R063,R,502,2
TOAD HALL PLGD,R064,Christopher J. Igneri Playground,R064,R,502,1
Richmond Parkway,R065,Woodhull Playground,R065-02,R,502-503,1
S.I. GREENBELT,R065,Northwest Latourette,R065-ZN07,R,502-503,1
S.I. GREENBELT,R065,Willowbrook Park Recreational Area,R065-ZN08,R,502-503,7
S.I. GREENBELT,R065,Willowbrook Park Natural Area,R065-ZN11,R,502-503,1
MACARTHUR PARK,R067,Gen. Douglas MacArthur Park,R067,R,502,5
GRANDVIEW PLGD,R068,The Big Park,R068,R,501,1
TERRACE PLGD,R069,Terrace Playground,R069,R,501,3
GREAT KILLS VETERANS PLGD (PS 8),R071,Great Kills Park,R071,R,503,2
CLAWSON PLGD (PS 50),R072,Clawson Playground,R072,R,503,1
NAPLES PLGD,R073,Naples Playground,R073,R,502,1
FATHER MACRIS PARK,R075A,Father Macris Park,R075A,R,502,1
MARKHAM PLGD,R076,Markham Playground,R076,R,501,5
NORTHERLEIGH PARK,R078,Northerleigh Park,R078,R,501,1
LEMON CREEK PARK,R079,Lemon Creek Park,R079,R,503,1
ANNADALE GREEN,R080,Annadale Green,R080,R,503,1
PRESCOTT PLGD,R085,E.M.T. Christopher J. Prescott Playground,R085,R,503,1
DAVIS PLGD,R086,Davis Playground,R086,R,501,4
DONGAN PLGD,R087,Dongan Playground,R087,R,502,1
GREENCROFT PLGD (PS 53),R089,Greencroft Playground,R089,R,503,2
DOUBLE NICKEL PLGD,R090,Lieutenant John H. Martinson Playground,R090,R,503,3
PRALL PLGD,R105,Prall Playground,R105,R,501,3
BLOOMINGDALE PARK,R106,Bloomingdale Playground,R106-01,R,503,3
BLOOMINGDALE PARK,R106,Bloomingdale Park Zone 3,R106-ZN03,R,503,6
LAWRENCE C THOMPSON MEM PARK,R109,CPL. Thompson Park,R109,R,501,2
JENNIFER'S PLGD,R114,Jennifer's Playground,R114,R,501,4
ALICE AUSTEN HOUSE & PARK,R117,Alice Austen Park,R117,R,501,1
SKYLINE PLGD,R123,Skyline Playground,R123,R,501,1
LUIZ LOPEZ PLGD,R125,Lopez Playground,R125,R,501,2
BLOOD ROOT VALLEY (GREENBELT),R129,Greenbelt Recreation Center Playground,R129-01,R,502,1
NELSON AVE WATERFRONT PARK,R145,Seaside Wildlife Nature Park,R145,R,503,2
NELSON AVE WATERFRONT PARK,R145,Seaside Wildlife Nature Playground,R145-01,R,503,2
AQUEDUCT WALK,X001,Aqueduct Lands Plgd,X001-01,X,207,2
AQUEDUCT LANDS,X001A,Morton Plgd,X001A-01,X,205-207,1
BRONX PARK,X002,Ben Abrams Playground,X002-04,X,206-211-212-207,1
BRONX PARK,X002,Brady Plgd,X002-05,X,206-211-212-207,1
BRONX PARK,X002,Waring Plgd,X002-05A,X,206-211-212-207,2
BRONX PARK,X002,River Park,X002-07,X,206-211-212-207,2
BRONX PARK,X002,French Charley Plgd,X002-08,X,206-211-212-207,1
BRONX PARK,X002,Rosewood Playground,X002-14,X,206-211-212-207,2
BRONX PARK,X002,Bronx Park Zone 1,X002-ZN01,X,206-211-212-207,3
BRONX PARK,X002,Bronx Park Zone 2,X002-ZN02,X,206-211-212-207,1
BRONX PARK,X002,Allerton Fields In Bronx Park,X002-ZN04,X,206-211-212-207,1
BRONX RIVER PARKWAY,X004,227th Street Playground,X004-01,X,206-209-211-212,1
BRONX RIVER PARKWAY,X004,Olinville Playground,X004-02,X,206-209-211-212,3
BRONX RIVER PARKWAY,X004,Parque De Los Ninos,X004-03,X,206-209-211-212,3
BRONX RIVER PARKWAY,X004,Metcalf Playground,X004-04,X,206-209-211-212,1
BRYAN PARK,X005,Bryan Park,X005,X,207,1
CLAREMONT PARK,X008,Claremont Park,X008-01,X,204,1
CLAREMONT PARK,X008,Claremont Zone 1,X008-ZN01,X,204,1
CLAREMONT PARK,X008,Claremont Zone 2,X008-ZN02,X,204,1
MONSIGNOR DEL VALLE SQ,X009,Monsignor Raul Del Valle Square,X009,X,202,1
CROTONA PARK,X010,Crotona Playground (1),X010-01,X,203,1
CROTONA PARK,X010,Hill & Dale Playground,X010-05,X,203,2
CROTONA PARK,X010,Carter Plgd (7),X010-07,X,203,1
CROTONA PARK,X010,Playground Of The Stars,X010-10,X,203,1
CROTONA PARK,X010,Bathgate Playground,X010-12,X,203,2
TREMONT PARK,X010A,Tremont Plgd (1),X010A-01,X,206,1
TREMONT PARK,X010A,Tremont Plgd (2),X010A-02,X,206,2
CROTONA PARK,X010,Crotona Park Lake,X010-ZN01,X,203,3
CROTONA PARK,X010,Crotona Zone 2,X010-ZN02,X,203,1
CROTONA PARK,X010,Crotona Tennis House & Courts,X010-ZN03,X,203,2
CROTONA PARK,X010,Crotona Zone 7,X010-ZN07,X,203,1
CROTONA PARK,X010,Crotona Zone 9,X010-ZN09,X,203,2
CROTONA PARK,X010,Crotona Zone 10,X010-ZN10,X,203,1
DEVOE PARK,X013,Devoe Park,X013,X,207,2
DEVOE PARK,X013,Devoe Park,X013-01,X,207,1
DEVOE PARK,X013,Devoe Park,X013-02,X,207,1
HORSESHOE PLGD,X014,Horseshoe Playground,X014,X,202,1
OWEN DOLEN GOLDEN AGE CENTER,X016,Owen F. Dolen Park,X016,X,210,2
RICHMAN (ECHO) PARK,X017,Richman (Echo) Park Upper,X017-02,X,205,1
FORT INDEPENDENCE PLAYGROUND,X020,Fort Independence Playground,X020,X,208,2
DREW PLAYGROUND,X021,Drew Playground,X021,X,203,1
BENJAMIN GLADSTONE SQUARE (T),X022,Benjamin Gladstone Square,X022,X,202,1
HINES PARK,X026,Hines Park,X026,X,203,1
JOYCE KILMER PARK,X028,Joyce Kilmer Park,X028,X,204,2
LYONS PLAYGROUND,X029,Lyons Square Park,X029,X,202,2
MACOMBS DAM PARK,X030,Macombs Dam Park Zone 1 Upper,X030-ZN01,X,204,5
MACOMBS DAM PARK,X030,Macombs Dam Park Zone 2 Lower,X030-ZN02,X,204,3
MACOMBS DAM PARK,X030,Macombs Dam Park Zone 3,X030-ZN03,X,204,2
RAILROAD PARK,X032,Railroad Park,X032,X,203,1
MOSHOLU PARKWAY (2.MILES),X033,Kossuth Plgd,X033-01,X,207-208,2
MOSHOLU PARKWAY (2.MILES),X033,Knox-Gates Playground,X033-04,X,207-208,1
MOSHOLU PARKWAY (2.MILES),X033,Frisch Field,X033-10,X,207-208,1
JOHN MULLALY PARK,X034,Mullaly Park Zone 1,X034-ZN01,X,204,2
JOHN MULLALY PARK,X034,Mullaly Park Zone 2,X034-ZN02,X,204,4
FORT FOUR PARK,X038,Strong Street Plgd,X038-01,X,208,1
FORT FOUR PLGD,X038,Fort #4 Playground,X038-02,X,208,1
PELHAM BAY PARK,X039,Playground For All Children,X039-01,X,210-212,2
PELHAM BAY PARK,X039,Sweetgum Plgd,X039-02,X,210-212,1
PELHAM BAY PARK,X039,Pelican Bay Plgd,X039-06K,X,210-212,1
PELHAM BAY PARK,X039,Aileen Ryan Rec. Complex,X039-ZN01,X,210-212,7
PELHAM BAY PARK,X039,Pelham South Park Headquarters,X039-ZN02,X,210-212,2
PELHAM BAY PARK,X039,South Meadow,X039-ZN04,X,210-212,2
PELHAM BAY PARK,X039,Rodman's Neck East,X039-ZN09,X,210-212,2
PELHAM BAY PARK,X039,Orchard Beach North,X039-ZN16,X,210-212,15
PELHAM BAY PARK,X039,Twenty-Six Courts & Bath Courts,X039-ZN17,X,210-212,5
PELHAM BAY PARK,X039,Orchard Bch. Pavilion,X039-ZN18,X,210-212,1
PELHAM BAY PARK,X039,Orchard Beach South,X039-ZN19,X,210-212,18
POE PARK,X040,Poe Park,X040,X,207,2
PULASKI PARK,X041,Pulaski Park,X041,X,201,2
ROSE HILL PARK,X042,Rose Hill Park,X042,X,207,1
ST JAMES PARK,X044,St. James Park,X044,X,207,4
ST JAMES PARK,X044,St James Park,X044-01,X,207,2
ST MARY'S PARK,X045,St Mary's Playground East,X045-01,X,201,1
ST MARY'S PARK,X045,St Mary's Playground West,X045-03,X,201,2
ST MARY'S PARK,X045,St Mary's Park Zone 1,X045-ZN01,X,201,2
ST MARY'S PARK,X045,St Mary's Park Zone 2,X045-ZN02,X,201,1
SETON FALLS PARK,X046,High Rock Plgd,X046-01,X,212,1
FRANZ SIGEL PARK,X047,Franz Sigel Park Zone 1,X047-ZN01,X,204,3
FRANZ SIGEL PARK,X047,Franz Sigel Park Zone 2,X047-ZN02,X,204,2
O'NEILL TRIANGLE,X053,O'Neill Triangle,X053,X,203,1
BEATTY PLAZA,X062,Beatty Plaza,X062,X,203,1
D'AURIA MURPHY TRIANGLE,X068,D'Auria-Murphy Triangle,X068,X,206,1
HENRY HUDSON PARK,X080,Henry Hudson Park,X080,X,208,3
HENRY HUDSON PARK,X080,Paul's Playground (Lower),X080-01,X,208,1
HENRY HUDSON PARK,X080,Henry Hudson Playground (South),X080-03,X,208,1
SLATTERY PLAYGROUND,X085,Slattery Playground,X085,X,205,3
CHARLTON GARDEN,X086,Charlton Garden,X086,X,203,1
ZIMMERMAN PLAYGROUND,X087,Zimmerman Playground,X087,X,211,1
VAN CORTLANDT PARK,X092,Van Cortlandt Classic Plgd,X092-05,X,207-208-212,3
VAN CORTLANDT PARK,X092,Woodlawn Plgd,X092-06,X,207-208-212,1
VAN CORTLANDT PARK,X092,Southwest Plgd,X092-09,X,207-208-212,1
VAN CORTLANDT PARK,X092,Sachkerah Woods Playground,X092-26,X,207-208-212,1
VAN CORTLANDT PARK,X092,SW Corner,X092-ZN01,X,207-208-212,1
VAN CORTLANDT PARK,X092,Van Cortlandt Stadium,X092-ZN02,X,207-208-212,2
VAN CORTLANDT PARK,X092,Van Cortlandt Pool,X092-ZN03,X,207-208-212,1
VAN CORTLANDT PARK,X092,V. C. Mansion- Tennis Courts- Mem. Grove,X092-ZN04,X,207-208-212,3
VAN CORTLANDT PARK,X092,Parade Ground South,X092-ZN05,X,207-208-212,2
VAN CORTLANDT PARK,X092,Parade Ground North,X092-ZN06,X,207-208-212,6
VAN CORTLANDT PARK,X092,Stables Area,X092-ZN07,X,207-208-212,1
VAN CORTLANDT PARK,X092,Kelly Fields,X092-ZN08,X,207-208-212,2
VAN CORTLANDT PARK,X092,Healy Field & Gaelic Field,X092-ZN10,X,207-208-212,1
VAN CORTLANDT PARK,X092,Indian Memorial To Indian Field,X092-ZN11,X,207-208-212,3
VAN CORTLANDT PARK,X092,Allen Shandler Rec Area,X092-ZN12,X,207-208-212,5
CICCARONE PARK,X102,Ciccarone Park,X102,X,206,3
PEOPLE'S PARK,X103,People's Park,X103,X,201,2
WILLIAMSBRIDGE OVAL,X104,Williamsbridge Oval,X104,X,207,4
WILLIAMSBRIDGE OVAL,X104,P/g W/ Mini Pool & Courts,X104-01,X,207,2
WILLIAMSBRIDGE OVAL,X104,Williamsbridge Oval,X104-02,X,207,2
WILLIAMSBRIDGE OVAL,X104,Williamsbridge Oval,X104-03,X,207,1
HAWKINS PARK,X107,Hawkins Park,X107,X,210,1
BELMONT PLAYGROUND,X108,Belmont Playground,X108,X,206,4
CEDAR PLAYGROUND,X111,Cedar Playground,X111,X,205,4
CAULDWELL PLAYGROUND,X112,Hilton White Playground,X112,X,203,1
HUNTS POINT PLAYGROUND,X113,Hunts Point Playground,X113,X,202,3
GOBLE PLAYGROUND,X114,Goble Playground,X114,X,204,1
MOTT PLAYGROUND,X115,Mott Playground,X115,X,204,2
REV POLITE PLAYGROUND,X116,Rev J Polite Playground,X116,X,202,2
SOUNDVIEW PARK,X118,Soundview Park,X118-01,X,209,1
SOUNDVIEW PARK,X118,Soundview Park,X118-02,X,209,2
SOUNDVIEW PARK,X118,Soundview Park Zone 1,X118-ZN01,X,209,2
SOUNDVIEW PARK,X118,Soundview Park Zone 3,X118-ZN03,X,209,4
SOUNDVIEW PARK,X118,Soundview Park Zone 4,X118-ZN04,X,209,6
MOTT HAVEN HEALTH CENTER  SITTING  AREA,X119,Alexander's Alley,X119,X,201,1
HIGHBRIDGE PARK,X120,Highbridge Park,X120,X,204,1
COLUCCI PLGD,X122,Colucci Playground,X122,X,210,3
NOBLE PLAYGROUND,X123,Noble Playground,X123,X,209,4
WATSON GLEASON PLAYGROUND,X124,Watson Gleason Playground,X124,X,209,1
FERRY POINT PARK,X126,Ferry Point Park Zone 1,X126-ZN01,X,210,1
FERRY POINT PARK,X126,Ferry Point Park Zone 2,X126-ZN02,X,210,2
FERRY POINT PARK,X126,Ferry Point Park Zone 4,X126-ZN04,X,210,4
LOZADA PLAYGROUND,X131,Lozada Playground,X131,X,201,2
HARRIS PARK,X136,Harris Park,X136,X,207,6
HARRIS PARK,X136,Harris Playground,X136-01,X,207,1
JEROME PARK,X137,Jerome Park,X137,X,208,1
RIENZI PLAYGROUND,X141,Rienzi Playground,X141,X,212,2
FLYNN PLAYGROUND,X146,Flynn Playground,X146,X,201,1
PLIMPTON PLAYGROUND,X148A2,Plimpton Playground,X148A2,X,204,1
JENNIE JEROME PLAYGROUND,X148C5,Jennie Jerome Playground,X148C5,X,205,1
JEROME PLAYGROUND SOUTH,X148C7,Jerome Playground South,X148C7,X,204,1
MORRIS MESA,X148D1,Morris Mesa,X148D1,X,205,1
VIRGINIA PLAYGROUND,X148L,Virginia Playground,X148L,X,209,1
VIRGINIA PARK,X148L1,Virginia Park,X148L1,X,209,2
HAVEMEYER PLAYGROUND,X148M1,Havemeyer Playground,X148M1,X,209,1
FORDHAM LANDING PLAYGROUND,X150E,Fordham Landing Playground,X150E,X,207,1
CONRAD GRAUER FIELD,X150I,Cooney Grauer Field,X150I,X,208,1
Bailey Playground,X150J,Playground,X150J-01,X,208,2
P.O. SERRANO PLGD,X151,P.O. Serrano Playground,X151,X,209,4
VINMONT VETERAN PLGD,X152,Vinmont Veteran Park,X152,X,208,3
MERRIAM PLGD (UPPER),X153,Merriam Plgd (Upper),X153-01,X,204,2
MERRIAM PLGD (LOWER),X153,Merriam Plgd (Lower),X153-02,X,204,2
MELROSE PLAYGROUND,X154,Melrose Playground,X154,X,201,1
PATTERSON PLAYGROUND,X155,Patterson Playground,X155,X,201,1
EASTCHESTER  PLGD,X156,Eastchester Playground,X156,X,211,1
MAZZEI PLGD,X157,Mazzei Playground,X157,X,211,2
SEDGWICK PLAYGROUND,X158,Sedgwick Playground,X158,X,205,1
174TH ST PLGD,X159,Playground 174,X159,X,209,2
CASERTA PLGD,X160,Caserta Playground,X160,X,209,1
GUN HILL  PLAYGROUND,X161,Gun Hill Playground,X161,X,212,1
PARKSIDE PLAYGROUND,X162,Parkside Playground,X162,X,211,1
LORETO PARK,X163,Loreto Playground,X163,X,211,6
DAWSON PLAYGROUND,X164,Dawson Playground,X164,X,202,1
EDENWALD PLAYGROUND,X165,Edenwald Playground,X165,X,212,1
BEHAGEN PLAYGROUND,X166,Behagen Playground,X166,X,203,5
NELSON PLAYGROUND,X168,Nelson Playground,X168,X,204,2
AGNES HAYWOOD PLAYGROUND,X169,Agnes Haywood Playground,X169,X,212,2
THE PEARLY GATES,X170,The Pearly Gates,X170,X,210,2
SPUYTEN DUYVIL PLGD,X171,Spuyten Duyvil Playground,X171,X,208,1
ALLERTON PLGD,X172,Allerton Playground,X172,X,211,1
WEBSTER  PLAYGROUND,X174,Webster Playground,X174,X,206,2
RIVERBEND PLAYGROUND,X175,Riverbend Playground,X175,X,207,1
TAYLOR PLGD,X176,Taylor Playground,X176,X,209,1
CASTLE HILL PLGD,X177,Castle Hill Playground,X177,X,209,1
MATTHEW  MULINER PLGD,X178,Matthews Muliner Playground,X178,X,211,2
PLAYGROUND FIFTY-TWO,X179,Playground 52 LII,X179,X,202,2
WHALEN PARK,X180,Whalen Park,X180,X,207,1
MILLBROOK PLAYGROUND,X182,Millbrook Playground,X182,X,201,3
BRUCKNER PLGD,X183,Bruckner Playground,X183,X,210,2
DUNBAR PLAYGROUND,X185,Dunbar Playground,X185,X,203,2
RIVERDALE PLAYGROUND,X186,Riverdale Playground,X186,X,208,2
ANGELO CAMPANARO PLGD,X187,Angelo Campanaro Plgd,X187-01,X,211-212,2
WAKEFIELD PLGD,X188,Wakefield Playground,X188,X,212,3
TIFFANY PLAYGROUND,X190,Tiffany Playground,X190,X,202,1
BICENTENNIAL VETERANS MEM PARK,X191A,Bicentennial Veterans Memorial Park,X191A,X,210,3
STARS & STRIPES PLGD,X193,Stars & Stripes Playground,X193,X,212,2
CAPT RIVERA PLAYGROUND,X194,Captain Rivera Playground,X194,X,201,1
COLGATE CLOSE,X195A,Colgate Close,X195A,X,209,2
HAFFEN PARK,X196,Haffen Park,X196,X,212,4
HAFFEN PARK,X196,Haffen Park,X196-02,X,212,3
CLARK PLAYGROUND,X200,Clark Playground,X200,X,201,2
SETON HOSPITAL SITE,X201,Seton Park,X201,X,208,5
SETON PARK,X201,Seton Park,X201-01,X,208,1
MARBLE HILL PLGD,X202,Marble Hill Playground,X202,X,208,4
RANDALL PLGD,X203,Randall Playground,X203,X,209,1
STORY PLGD,X204,Story Playground,X204,X,209,1
MORGAN PLAYGROUND,X206,Morgan Playground,X206,X,203,2
MAGENTA PLGD,X214,Magenta Playground,X214,X,212,1
ABIGAIL PLAYGROUND,X216,Abigail Playground,X216,X,201,2
WILLIS PLAYGROUND,X217,Willis Playground,X217,X,201,2
ARCILLA PLAYGROUND,X219,Arcilla Playground,X219,X,204,2
SPACE TIME PLGD,X221,Space Time Playground,X221,X,209,1
GOUVERNEUR PLGD,X222,Gouverneur Playground,X222,X,203,1
MACLAUGHLIN PLGD,X224,MacLaughlin Playground,X224,X,208,2
BURNS PLGD,X232,Burns Playground,X232,X,211,1
FOUNTAIN OF YOUTH PLAYGROUND,X233,Fountain Of Youth Playground,X233,X,201,2
GROVE HILL PLAYGROUND,X235,Grove Hill Playground,X235,X,201,3
ROCKS & ROOTS PARK,X243,Estella Diggs Park,X243,X,203,1
FOX PLAYGROUND,X247,Fox Playground,X247,X,202,4
PARK (CO-OP CITY BALLFIELDS),X251,Co-op City Field,X251,X,210,3
PARK,X252,Bathgate Playground,X252,X,206,2
AMBROSINI FIELD,X253,Ambrosini Field,X253,X,210,3
BILL RAINEY MEMORIAL PARK,X255,Rainey Park,X255,X,202,6
MOUNT HOPE PLAYGROUND,X257,Mount Hope Playground,X257,X,205,2
CLEOPATRA PLAYGROUND,X258,Cleopatra Playground,X258,X,205,2
MANIDA BALLFIELDS,X260,Julio Carballo Fields,X260,X,202,3
West Bronx Recreation Center,X261,West Bronx Recreation Center,X261,X,204,1
HARDING PARK,X262,Harding Park,X262,X,209,2
QUARRY ROAD BALLFIELDS,X263,Quarry Ballfields,X263,X,206,2
GALILEO PARK,X265,Galileo Playground,X265,X,205,2
VIDALIA PARK,X266,Vidalia Park,X266,X,206,4
MITCHELL MALL,X267,Eae J Mitchell Park,X267,X,203,1
GRANT AVENUE PARK,X271,Grant Park,X271,X,204,2
RANAQUA PARK,X272,Ranaqua Park,X272,X,201,1
ROCK GARDEN COMMUNITY PARK,X273,Rock Garden Park,X273,X,203,2
WASHINGTON PARK,X280,Washington Park,X280,X,206,1
STOP AND GO PLGD,X281,Stop & Go Playground,X281,X,206,1
SEABURY PARK,X282,Seabury Park,X282,X,203,2
BILLINGSLEY TERRACE PLAYGROUND,X283,Beanstalk Playground,X283,X,205,1
PRINTERS PARK,X284,Printer's Park,X284,X,202,2
REV LENA IRONS UNITY PARK,X286,Rev Lena Irons Unity Park,X286,X,203,1
OGDEN PLIMPTON PLAYGROUND,X287,Ogden Plimpton Playground,X287,X,204,1
WALTON AVE. AB PARK,X292,Morris Garden,X292,X,205,1
NELSON AVENUE FAMILY PARK,X295,Half-Nelson Playground,X295,X,205,2
DAVIDSON AVE COMMUNITY PLGD,X300,Davidson Playground,X300,X,205,1
THORPE PLAYGROUND,X302,Thorpe Family Playground,X302,X,206,1
CONCRETE PLANT PARK,X305,Concrete Plant Park,X305,X,202,2
BARRETTO POINT PARK,X307,Barretto Point Park,X307,X,202,2
MOHEGAN TRIANGLE,X334,Mohegan Triangle,X334,X,206,2
HUNT'S POINT RIVERSIDE PARK,X336,Hunts Point Riverside Park,X336,X,202,2
Mill Pond Park,X344,Mill Pond Park,X344,X,204,2
RIVER AVENUE PARKS,X348,River Avenue Parks,X348-01,X,204,2
RIVER AVENUE PARKS,X348,River Avenue Parks,X348-02,X,204,1
GREENSTREET,X092,Greenstreet,XZ44,X,207-208-212,1
